,party,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
1342,PCP-PEV,0,1,0,1.12,0,1.15,96,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,PAULA MARIA PEREIRA GOMES,2021
1343,PPD/PSD,0,1,2,28.16,0,28.93,2409,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,MANUEL RODRIGUES LOPES,2021
1344,PS,0,1,3,40.01,1,41.11,3423,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,JOSÉ MANUEL VAZ CARPINTEIRA,2021
1345,jmfv,0,1,2,20.4,0,20.96,1745,Valença,Viana do Castelo,0,112,1.31,,False,116,1.36,11,8555,65.9,JOSÉ MANUEL TEMPORÃO MONTE,2021
1346,A,0,1,0,3.84,0,4.07,1788,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,RUI MANUEL DE LIMA MARTINS,2021
1347,B.E.,0,1,0,4.54,0,4.81,2114,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,JORGE MANUEL GOMES TEIXEIRA,2021
1348,CH,0,1,0,3.45,0,3.66,1605,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,MARIA CRISTINA SALEIRO MIRANDA,2021
1349,IL,0,1,0,1.8,0,1.9,836,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,MAURÍCIO ANTUNES DA SILVA JÚNIOR,2021
1350,NC,0,1,0,1.01,0,1.08,472,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,PAULA CRISTINA DAS NEVES GARCIA E VEIGA,2021
1351,PCP-PEV,0,1,1,10.04,0,10.64,4673,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,CLÁUDIA CRISTINA VIANA MARINHO,2021
1352,PPD/PSD.CDS-PP,0,1,3,24.59,0,26.07,11447,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,EDUARDO ALEXANDRE RIBEIRO GONÇALVES TEIXEIRA,2021
1353,PS,1,1,5,45.05,1,47.76,20970,Viana do Castelo,Viana do Castelo,0,1728,3.71,,False,914,1.96,27,46547,56.27,JOAQUIM LUÍS NOBRE PEREIRA,2021
1354,B.E.,0,1,0,1.84,0,1.9,111,Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53,AUGUSTO MANUEL FERRAZ REIS CANEDO,2021
1355,CH,0,1,0,2.65,0,2.73,160,Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53,SÉRGIO ARTUR FARIA LEAL FERNANDES DE CARVALHO,2021
1356,PCP-PEV,0,1,0,0.55,0,0.56,33,Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53,MARIA ALBERTINA FERREIRA CORREIA,2021
1357,PS,1,1,3,50.83,1,52.38,3065,Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53,RUI PEDRO TEIXEIRA FERREIRA DA SILVA,2021
1358,Pence,0,1,2,41.18,0,42.43,2483,Vila Nova de Cerveira,Viana do Castelo,0,112,1.86,,False,66,1.09,11,6030,71.53,JOÃO FERNANDO BRITO NOGUEIRA,2021
1359,CH,0,1,0,1.92,0,2.03,142,Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79,ADELINO JÚLIO ROCHA DA CUNHA FRANCO,2021
1360,PCP-PEV,0,1,0,1.77,0,1.87,131,Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79,CLÁUDIO DAVID CARVALHO DA CUNHA FERREIRA LEITE,2021
1361,PPD/PSD.CDS-PP,1,1,5,59.99,1,63.45,4441,Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79,JOSÉ RODRIGUES PAREDES,2021
1362,PS,0,1,2,30.87,0,32.65,2285,Alijó,Vila Real,0,175,2.36,,False,229,3.09,14,7403,64.79,CARLOS MANUEL MACHADO MAGALHÃES,2021
1363,CH,0,1,0,1.54,0,1.63,62,Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05,MARIA JOÃO RODRIGUES GOMES PEREIRA,2021
1364,I,0,1,1,15.99,0,16.85,643,Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05,FRANCISCO XAVIER BARRETO PIRES,2021
1365,PCP-PEV,0,1,0,3.78,0,3.98,152,Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05,JOSÉ MIGUEL AFONSO FERNANDES,2021
1366,PPD/PSD,1,1,4,73.55,1,77.54,2958,Boticas,Vila Real,0,120,2.98,,False,87,2.16,10,4022,52.05,FERNANDO EIRÃO QUEIROGA,2021
1367,CH,0,1,0,2.1,0,2.18,500,Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51,VALDEMAR DA SILVA CARNEIRO,2021
1368,PCP-PEV,0,1,0,3.19,0,3.32,760,Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51,MANUEL JUSTINO MATOS CUNHA,2021
1369,PPD/PSD.CDS-PP,0,1,3,36.43,0,37.84,8674,Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51,FRANCISCO BAPTISTA TAVARES,2021
1370,PS,1,1,4,54.55,1,56.66,12989,Chaves,Vila Real,0,529,2.22,,False,358,1.5,39,23810,55.51,NUNO VAZ RIBEIRO,2021
1371,MMMF,0,1,2,32.55,0,33.73,842,Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19,MÁRIO LUÍS MENDES DE SOUSA PINTO,2021
1372,PCP-PEV,0,1,0,1.16,0,1.2,30,Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19,FERNANDO FERREIRA,2021
1373,PPD/PSD.CDS-PP,0,1,0,14.15,0,14.66,366,Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19,ANTÓNIO JOSÉ RODRIGUES TEIXEIRA,2021
1374,PS,1,1,3,48.63,1,50.4,1258,Mesão Frio,Vila Real,0,48,1.86,,False,43,1.66,5,2587,71.19,PAULO JORGE PERES TEIXEIRA DA SILVA,2021
1375,CDS-PP,0,1,0,5.9,0,6.03,281,Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48,ALFREDO MANUEL LOPES PINTO COELHO DE MENDONÇA,2021
1376,PCP-PEV,0,1,0,0.84,0,0.86,40,Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48,MANUEL MÁRIO PARENTE DA COSTA,2021
1377,PPD/PSD,1,1,3,48.93,1,50.04,2331,Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48,BRUNO MIGUEL DE MOURA FERREIRA,2021
1378,PS,0,1,2,42.11,0,43.07,2006,Mondim de Basto,Vila Real,0,51,1.07,,False,55,1.15,6,4764,61.48,PAULO JORGE MOTA DA SILVA,2021
1379,PCP-PEV,0,1,0,1.93,0,2.03,145,Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37,JOSÉ AUGUSTO TEIXEIRA AFONSO,2021
1380,PPD/PSD.CDS-PP,0,1,3,42.35,0,44.37,3176,Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37,JOSÉ DE MOURA RODRIGUES,2021
1381,PS,1,1,4,51.17,1,53.6,3837,Montalegre,Vila Real,0,215,2.87,,False,126,1.68,25,7499,54.37,MANUEL ORLANDO FERNANDES ALVES,2021
1382,CDS-PP,0,1,0,4.0,0,4.19,158,Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01,MÁRIO JORGE MORAIS DE OLIVEIRA,2021
1383,PCP-PEV,0,1,0,0.79,0,0.82,31,Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01,CARLOS MANUEL DE SOUSA ARAÚJO,2021
1384,PPD/PSD,1,1,3,56.97,1,59.67,2249,Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01,MÁRIO ARTUR CORREIA LOPES,2021
1385,PS,0,1,2,33.71,0,35.31,1331,Murça,Vila Real,0,94,2.38,,False,85,2.15,7,3948,62.01,ANA PAULA RODRIGUES CRUZ,2021
1386,B.E.,0,1,0,2.2,0,2.27,198,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,ENARA TEIXEIRA,2021
1387,CDS-PP,0,1,0,0.62,0,0.64,56,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,JOÃO CARLOS CALIJÃO FERNANDES DO VALE,2021
1388,CH,0,1,0,1.93,0,2.0,174,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,MIGUEL DAMAS DE CARVALHO,2021
1389,PCP-PEV,0,1,0,1.57,0,1.62,141,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,ANTÓNIO MANUEL ALVES SERAFIM,2021
1390,PPD/PSD,1,1,4,53.66,1,55.44,4827,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,JOSÉ MANUEL GONÇALVES,2021
1391,PS,0,1,3,36.79,0,38.02,3310,Peso da Régua,Vila Real,0,150,1.67,,False,140,1.56,8,8996,58.83,MANUEL DA COSTA MONTEIRO,2021
1392,CH,0,1,0,1.04,0,1.07,56,Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47,CARLOS JORGE MOURA FECHA,2021
1393,PCP-PEV,0,1,0,0.46,0,0.48,25,Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47,AMADEU LAMELAS DA SILVA,2021
1394,PPD/PSD.CDS-PP,0,1,2,40.91,0,42.02,2208,Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47,CARLOS ALBERTO MARINHO CARVALHO,2021
1395,PS,1,1,3,54.96,1,56.44,2966,Ribeira de Pena,Vila Real,0,73,1.35,,False,69,1.28,5,5397,63.47,JOÃO AVELINO NORONHA RODRIGUES DE CARVALHO,2021
1396,CDS-PP,0,1,0,7.94,0,8.21,335,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,EDUARDO MANUEL MESQUITA MARQUES SOARES,2021
1397,CH,0,1,0,1.02,0,1.05,43,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,ANTÓNIO HENRIQUE DOS SANTOS TAVEIRA DA CUNHA FRANCO,2021
1398,JF,0,1,0,2.99,0,3.09,126,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,ANTÓNIO MANUEL DA ROCHA SOARES,2021
1399,JÁ!,0,1,2,27.32,0,28.25,1153,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,ANTÓNIO AUGUSTO MARQUES FERREIRA DE ARAÚJO,2021
1400,PCP-PEV,0,1,0,1.35,0,1.4,57,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,JOSÉ MANUEL AMARAL DA VEIGA,2021
1401,PPD/PSD,0,1,1,27.25,0,28.17,1150,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,MÁRIO AUGUSTO DOS SANTOS VARELA,2021
1402,PS,0,1,2,28.86,1,29.84,1218,Sabrosa,Vila Real,0,48,1.14,,False,90,2.13,12,4220,67.57,MARIA HELENA MARQUES PINTO DA LAPA,2021
1403,PCP-PEV,0,1,0,2.18,0,2.31,100,Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6,GUIDO MANUEL DA SILVA COUTINHO,2021
1404,PPD/PSD.CDS-PP,0,1,2,35.17,0,37.15,1611,Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6,DANIEL JOAQUIM ANDRADE TELES,2021
1405,PS,1,1,3,57.32,1,60.55,2626,Santa Marta de Penaguião,Vila Real,0,143,3.12,,False,101,2.2,7,4581,63.6,LUÍS REGUENGO MACHADO,2021
1406,CDS-PP,0,1,0,3.04,0,3.24,303,Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94,FERNANDO FERREIRA NOGUEIRA,2021
1407,CH,0,1,0,1.98,0,2.12,198,Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94,RICARDO JORGE COSTA XAVIER,2021
1408,PCP-PEV,0,1,0,1.16,0,1.24,116,Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94,MARIA MANUELA DA ROCHA PINTO ABREU RAMOS,2021
1409,PPD/PSD,1,1,6,73.84,1,78.85,7367,Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94,AMILCAR RODRIGUES ALVES CASTRO DE ALMEIDA,2021
1410,PS,0,1,1,13.62,0,14.55,1359,Valpaços,Vila Real,0,411,4.12,,False,223,2.24,25,9977,52.94,JOSÉ ANTÓNIO DO VALE MARTINS COROADO,2021
1411,CDS-PP,0,1,0,1.27,0,1.32,111,Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95,FREDERICO PINTO FERNANDES,2021
1412,CH,0,1,0,1.82,0,1.89,159,Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95,VITOR MANUEL SOLINHO SALGADO,2021
1413,PCP-PEV,0,1,0,1.7,0,1.77,149,Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95,NUNO MIGUEL DA SILVA DE SOUSA,2021
1414,PPD/PSD,1,1,5,64.95,1,67.53,5681,Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95,ANTÓNIO ALBERTO PIRES AGUIAR MACHADO,2021
1415,PS,0,1,2,26.43,0,27.48,2312,Vila Pouca de Aguiar,Vila Real,0,200,2.29,,False,135,1.54,14,8747,60.95,OCTÁVIO FERREIRA RODRIGUES,2021
1416,B.E.,0,1,0,2.68,0,2.79,802,Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16,LUÍS MIGUEL MOURÃO DOS SANTOS,2021
1417,CH,0,1,0,4.17,0,4.34,1246,Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16,SÉRGIO MIGUEL PARRA RAMOS,2021
1418,PCP-PEV,0,1,0,2.12,0,2.2,633,Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16,ALEXANDRE MANUEL DA COSTA COELHO,2021
1419,PPD/PSD.CDS-PP.A,0,1,2,28.68,0,29.85,8576,Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16,LUÍS MANUEL TÃO DE SOUSA BARROS,2021
1420,PS,1,1,5,58.44,1,60.82,17472,Vila Real,Vila Real,0,717,2.4,,False,452,1.51,20,29898,60.16,RUI JORGE CORDEIRO GONÇALVES DOS SANTOS,2021
1421,PCP-PEV,0,1,0,8.22,0,8.66,319,Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31,ANTÓNIO MANUEL LAREIRO DOS SANTOS,2021
1422,PNT,0,1,2,29.7,0,31.31,1153,Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31,JORGE AUGUSTO FERNANDES RODRIGUES,2021
1423,PPD/PSD.CDS-PP,1,1,3,56.93,1,60.02,2210,Armamar,Viseu,0,79,2.04,,False,121,3.12,14,3882,66.31,JOÃO PAULO SOARES CARVALHO PEREIRA DA FONSECA,2021
1424,B.E.,0,1,0,1.31,0,1.37,73,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,HERMINIO ALEXANDRE RIBEIRO DA CUNHA MARQUES,2021
1425,CDS-PP,0,1,0,3.67,0,3.85,205,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,FERNANDO MANUEL FERREIRA ALVES,2021
1426,CICC,0,1,1,22.94,0,24.05,1280,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,ROGÉRIO MOTA ABRANTES,2021
1427,PCP-PEV,0,1,0,0.77,0,0.81,43,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,ANTÓNIO LUIS DA COSTA CORREIA,2021
1428,PPD/PSD,0,1,1,15.31,0,16.04,854,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,LUIS HUMBERTO DA COSTA FIDALGO,2021
1429,PS,1,1,3,51.41,1,53.88,2868,Carregal do Sal,Viseu,0,131,2.35,,False,125,2.24,5,5579,61.76,PAULO JORGE ALMEIDA CATALINO FERRAZ,2021
1430,CH,0,1,0,4.4,0,4.55,415,Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68,MANUEL JOSÉ PEREIRA PERTANCHO,2021
1431,PCP-PEV,0,1,0,2.09,0,2.16,197,Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68,ISABEL PIRES DE SOUTO,2021
1432,PPD/PSD.CDS-PP,1,1,5,61.58,1,63.67,5811,Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68,PAULO MARTINS DE ALMEIDA,2021
1433,PS,0,1,2,28.66,0,29.63,2704,Castro Daire,Viseu,0,160,1.7,,False,149,1.58,16,9436,67.68,JOSÉ FERNANDO CARNEIRO PEREIRA,2021
1434,PCP-PEV,0,1,0,1.81,0,1.88,196,Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17,RICARDO PRISTA BRITES,2021
1435,PPD/PSD.CDS-PP.PPM,0,1,2,32.77,0,33.98,3547,Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17,BRUNO MACIEL GOUVEIA DA ROCHA,2021
1436,PS,1,1,5,61.87,1,64.14,6696,Cinfães,Viseu,0,174,1.61,,False,210,1.94,14,10823,66.17,ARMANDO SILVA MOURISCO,2021
1437,CH,0,1,0,4.1,0,4.28,628,Lamego,Viseu,0,287,1.87,,False,341,2.23,18,15308,64.86,MARIA CRISTINA CORREIA DO VALE,2021
1438,PCP-PEV,0,1,0,2.52,0,2.63,386,Lamego,Viseu,0,287,1.87,,False,341,2.23,18,15308,64.86,JOSÉ MANUEL PINTO DE ALBUQUERQUE PESSOA,2021
1439,PPD/PSD.CDS-PP,1,1,4,45.28,1,47.22,6932,Lamego,Viseu,0,287,1.87,,False,341,2.23,18,15308,64.86,FRANCISCO MANUEL LOPES,2021
1440,PS,0,1,3,43.99,0,45.87,6734,Lamego,Viseu,0,287,1.87,,False,341,2.23,18,15308,64.86,ÂNGELO MANUEL MENDES MOURA,2021
1441,CH,0,1,1,11.39,0,12.06,1199,Mangualde,Viseu,0,354,3.36,,False,231,2.19,12,10530,58.87,ANTÓNIO MANUEL PAIS SILVA,2021
1442,PCP-PEV,0,1,0,2.56,0,2.71,270,Mangualde,Viseu,0,354,3.36,,False,231,2.19,12,10530,58.87,ANTÓNIO NOGUEIRA DE MATOS VILLARIGUES,2021
1443,PPD/PSD.CDS-PP,0,1,2,25.67,0,27.18,2703,Mangualde,Viseu,0,354,3.36,,False,231,2.19,12,10530,58.87,JOAQUIM MANUEL PATRÍCIO FERREIRA,2021
1444,PS,1,1,4,54.82,1,58.05,5773,Mangualde,Viseu,0,354,3.36,,False,231,2.19,12,10530,58.87,MARCO FILIPE PESSOA DE ALMEIDA,2021
1445,CH,0,1,0,2.3,0,2.4,149,Moimenta da Beira,Viseu,0,134,2.07,,False,129,1.99,16,6482,63.59,RICARDO FILIPE GARFINHO FRADÃO,2021
1446,PCP-PEV,0,1,0,1.23,0,1.29,80,Moimenta da Beira,Viseu,0,134,2.07,,False,129,1.99,16,6482,63.59,AUGUSTO COELHO PRAÇA,2021
1447,PPD/PSD.CDS-PP,0,1,3,37.83,0,39.43,2452,Moimenta da Beira,Viseu,0,134,2.07,,False,129,1.99,16,6482,63.59,JORGE DE JESUS COSTA,2021
1448,PS,1,1,4,54.58,1,56.89,3538,Moimenta da Beira,Viseu,0,134,2.07,,False,129,1.99,16,6482,63.59,PAULO ALEXANDRE DE MATOS FIGUEIREDO,2021
1449,PCP-PEV,0,1,0,1.02,0,1.07,53,Mortágua,Viseu,0,157,3.01,,False,86,1.65,7,5212,61.46,PAULA SANDRA COIMBRA ALVES,2021
1450,PS,1,1,3,61.9,1,64.92,3226,Mortágua,Viseu,0,157,3.01,,False,86,1.65,7,5212,61.46,RICARDO SÉRGIO PARDAL MARQUES,2021
1451,RM,0,1,2,32.43,0,34.01,1690,Mortágua,Viseu,0,157,3.01,,False,86,1.65,7,5212,61.46,NUNO ANDRÉ RODRIGUES FAUSTINO,2021
1452,PCP-PEV,0,1,0,3.43,0,3.61,263,Nelas,Viseu,0,211,2.75,,False,162,2.11,7,7663,61.11,MÁRIO EDUARDO RIBEIRO ALVES GANDRA AMARAL,2021
1453,PPD/PSD.CDS-PP,1,1,4,52.25,1,54.92,4004,Nelas,Viseu,0,211,2.75,,False,162,2.11,7,7663,61.11,JOAQUIM AUGUSTO ALVES AMARAL,2021
1454,PS,0,1,3,39.45,0,41.47,3023,Nelas,Viseu,0,211,2.75,,False,162,2.11,7,7663,61.11,JOSÉ MANUEL BORGES DA SILVA,2021
1455,NC,0,1,2,41.3,0,42.9,2496,Oliveira de Frades,Viseu,0,120,1.99,,False,106,1.75,8,6044,69.39,PAULO MANUEL ROBALO DA SILVA FERREIRA,2021
1456,PCP-PEV,0,1,0,3.08,0,3.2,186,Oliveira de Frades,Viseu,0,120,1.99,,False,106,1.75,8,6044,69.39,NUNO MIGUEL DUARTE MARTINS,2021
1457,PPD/PSD.CDS-PP,1,1,3,45.35,1,47.11,2741,Oliveira de Frades,Viseu,0,120,1.99,,False,106,1.75,8,6044,69.39,JOÃO CARLOS FERREIRA VALÉRIO,2021
1458,PS,0,1,0,6.54,0,6.79,395,Oliveira de Frades,Viseu,0,120,1.99,,False,106,1.75,8,6044,69.39,PORFÍRIO ANTÓNIO SOUSA CARVALHO,2021
1459,PCP-PEV,0,1,0,1.59,0,1.66,81,Penalva do Castelo,Viseu,0,121,2.37,,False,115,2.25,11,5104,68.53,MAFALDA SOFIA DOS LOIOS SERRALHA VILARIGUES,2021
1460,PPD/PSD.CDS-PP,0,1,2,37.11,0,38.91,1894,Penalva do Castelo,Viseu,0,121,2.37,,False,115,2.25,11,5104,68.53,PEDRO JORGE CABRAL MONTEIRO,2021
1461,PS,1,1,3,56.68,1,59.43,2893,Penalva do Castelo,Viseu,0,121,2.37,,False,115,2.25,11,5104,68.53,FRANCISCO LOPES DE CARVALHO,2021
1462,MP,0,1,0,13.92,0,14.46,272,Penedono,Viseu,0,21,1.07,,False,52,2.66,7,1954,66.89,JOSÉ ÂNGELO DA COSTA PINTO,2021
1463,PCP-PEV,0,1,0,0.77,0,0.8,15,Penedono,Viseu,0,21,1.07,,False,52,2.66,7,1954,66.89,CARLOS ALBERTO SÉRGIO SOUSA,2021
1464,PPD/PSD,1,1,3,48.26,1,50.13,943,Penedono,Viseu,0,21,1.07,,False,52,2.66,7,1954,66.89,CRISTINA MARIA FERREIRA,2021
1465,PS,0,1,2,33.32,0,34.61,651,Penedono,Viseu,0,21,1.07,,False,52,2.66,7,1954,66.89,SÓNIA ISABEL ANJOS NUMÃO LOPES,2021
1466,PCP-PEV,0,1,0,0.91,0,0.94,68,Resende,Viseu,0,90,1.21,,False,132,1.77,11,7445,73.44,FERNANDO ALBERTO PINTO,2021
1467,PPD/PSD,0,1,3,47.09,0,48.54,3506,Resende,Viseu,0,90,1.21,,False,132,1.77,11,7445,73.44,FERNANDO SILVÉRIO CARDOSO DE SOUSA,2021
1468,PS,1,1,4,49.01,1,50.52,3649,Resende,Viseu,0,90,1.21,,False,132,1.77,11,7445,73.44,MANUEL JOAQUIM GARCEZ TRINDADE,2021
1469,PCP-PEV,0,1,0,2.76,0,2.91,174,Santa Comba Dão,Viseu,0,205,3.26,,False,108,1.71,6,6298,61.1,ALBERTO LOPES DE ANDRADE,2021
1470,PPD/PSD.CDS-PP,0,1,3,39.5,0,41.57,2488,Santa Comba Dão,Viseu,0,205,3.26,,False,108,1.71,6,6298,61.1,ANTÓNIO JOSÉ BRITO CORREIA,2021
1471,PS,1,1,4,52.76,1,55.52,3323,Santa Comba Dão,Viseu,0,205,3.26,,False,108,1.71,6,6298,61.1,LEONEL JOSÉ ANTUNES GOUVEIA,2021
1472,PCP-PEV,0,1,0,3.98,0,4.18,157,Sernancelhe,Viseu,0,111,2.82,,False,77,1.95,13,3942,74.86,GONÇALO RODRIGUES REBELO SANTOS,2021
1473,PPD/PSD,1,1,5,81.89,1,85.99,3228,Sernancelhe,Viseu,0,111,2.82,,False,77,1.95,13,3942,74.86,CARLOS SILVA SANTIAGO,2021
1474,PS,0,1,0,9.36,0,9.83,369,Sernancelhe,Viseu,0,111,2.82,,False,77,1.95,13,3942,74.86,LUÍS MIGUEL RODRIGUES LOPES,2021
1475,CH,0,1,0,6.35,0,6.56,483,Sátão,Viseu,0,105,1.38,,False,138,1.81,9,7607,59.58,CARLOS ALBERTO ALMEIDA MIGUEL,2021
1476,PCP-PEV,0,1,0,2.05,0,2.12,156,Sátão,Viseu,0,105,1.38,,False,138,1.81,9,7607,59.58,SANDRA TERESA FERREIRA CHAVES,2021
1477,PPD/PSD,1,1,4,48.0,1,49.58,3651,Sátão,Viseu,0,105,1.38,,False,138,1.81,9,7607,59.58,ALEXANDRE MANUEL MENDONÇA VAZ,2021
1478,PS,0,1,3,40.41,0,41.74,3074,Sátão,Viseu,0,105,1.38,,False,138,1.81,9,7607,59.58,VITOR MANUEL DO AMARAL FIGUEIREDO,2021
1479,PCP-PEV,0,1,0,1.77,0,1.85,81,São João da Pesqueira,Viseu,0,112,2.44,,False,97,2.12,11,4581,69.15,JOSÉ FERNANDO TEIXEIRA MOUTINHO,2021
1480,PNT,1,1,3,58.5,1,61.3,2680,São João da Pesqueira,Viseu,0,112,2.44,,False,97,2.12,11,4581,69.15,MANUEL ANTÓNIO NATÁRIO CORDEIRO,2021
1481,PPD/PSD.CDS-PP,0,1,2,35.17,0,36.85,1611,São João da Pesqueira,Viseu,0,112,2.44,,False,97,2.12,11,4581,69.15,JOSÉ VITOR FERNANDES SOBRAL,2021
1482,CH,0,1,0,2.5,0,2.6,251,São Pedro do Sul,Viseu,0,219,2.18,,False,159,1.58,14,10046,67.27,NUNO MIGUEL LOURENÇO DOS SANTOS,2021
1483,PCP-PEV,0,1,0,1.77,0,1.84,178,São Pedro do Sul,Viseu,0,219,2.18,,False,159,1.58,14,10046,67.27,ALEXANDRA MARGARIDA MARQUES DE ALBUQUERQUE PESSOA,2021
1484,PPD/PSD,0,1,2,32.36,0,33.63,3251,São Pedro do Sul,Viseu,0,219,2.18,,False,159,1.58,14,10046,67.27,ANTÓNIO CARLOS FERREIRA RODRIGUES DE FIGUEIREDO,2021
1485,PS,1,1,5,59.61,1,61.94,5988,São Pedro do Sul,Viseu,0,219,2.18,,False,159,1.58,14,10046,67.27,VITOR MANUEL DE ALMEIDA FIGUEIREDO,2021
1486,CH,0,1,0,4.43,0,4.72,147,Tabuaço,Viseu,0,100,3.01,,False,106,3.19,13,3318,68.75,JOSÉ JOAQUIM MONTEIRO FERREIRA,2021
